[14.07003, 3.7412751;
 27.219208, 245.20897;
 354.76221, 252.14513;
 117.53762, 264.1619;
 8.3776474, 267.06927;
 132.8428, 273.7139;
 258.86307, 279.54239;
 156.7894, 282.46259;
 290.30853, 283.71957;
 104.47415, 291.55338;
 298.49951, 293.23441;
 280.98053, 305.49319;
 209.77058, 310.80991;
 254.50038, 311.26593;
 165.02875, 316.54086;
 329.13785, 317.50992;
 20.504206, 318.74631;
 85.393295, 321.47937;
 256.7962, 323.30847;
 11.16665, 335.28528;
 214.32629, 337.80853;
 148.33792, 340.10483;
 273.27161, 353.57767;
 193.56856, 359.23343;
 182.11032, 363.71579;
 118.9421, 374.03925;
 354.72931, 374.53064;
 28.280029, 378.11484;
 114.32668, 385.09827;
 313.40225, 387.6611;
 186.13948, 390.28491;
 14.089942, 4.662394;
 105.36315, 12.727983;
 188.26918, 15.462819;
 78.856857, 17.906771;
 154.17279, 17.571644;
 51.741863, 19.69228;
 138.47032, 21.052189;
 80.29213, 32.024658;
 138.3243, 33.4757;
 95.226318, 34.566856;
 64.316368, 40.139301;
 139.31731, 47.383118;
 81.057564, 55.755459;
 219.45628, 60.101025;
 255.03932, 59.641075;
 145.1637, 62.909546;
 356.90778, 62.889046;
 81.443886, 69.331749;
 359.8606, 76.058067;
 70.208321, 76.920959;
 147.34023, 76.50769;
 10.373609, 81.018219;
 206.0378, 83.452461;
 265.59891, 86.133453;
 356.51965, 89.87339;
 21.758383, 91.933594;
 327.75742, 97.584122;
 93.75621, 103.14599;
 67.555939, 103.9789;
 155.26907, 103.61983;
 14.844318, 108.3679;
 158.76039, 116.98419;
 103.98222, 118.85493;
 358.14481, 124.85027;
 105.22754, 132.70273;
 84.342781, 139.93359;
 119.39104, 141.38409;
 68.029869, 154.66214;
 85.213181, 154.65849;
 169.94725, 155.31734;
 27.591101, 162.13554;
 163.22606, 165.58249;
 68.847214, 176.59311;
 185.73889, 178.26125;
 126.64229, 180.08894;
 9.9446239, 181.45403;
 85.787224, 188.47937;
 69.846146, 195.30119;
 185.63718, 196.21603;
 364.09177, 198.33128;
 317.04456, 203.47202;
 155.71527, 208.30641;
 187.56281, 220.01178;
 385.2851, 221.16121;
 156.12675, 224.87846;
 189.08594, 233.72871;
 280.19574, 234.11996;
 166.45251, 236.38426;
 84.286324, 239.18433;
 126.11513, 239.55925;
 60.237457, 246.58942;
 89.979233, 250.64795;
 35.065403, 258.3819;
 376.70502, 261.12173;
 142.58809, 264.65921;
 193.63618, 267.04227;
 283.35519, 271.85324;
 101.83257, 280.01489;
 308.9935, 288.45013;
 343.16394, 294.87567;
