[269.86398, 3.6279402;
 255.65564, 304.92398;
 204.2442, 308.12872;
 241.42982, 307.90387;
 313.03922, 308.07108;
 389.09616, 307.67078;
 42.692745, 309.37616;
 82.465096, 308.71689;
 372.91754, 309.52625;
 12.545933, 310.7077;
 56.923286, 311.53403;
 251.35655, 313.28107;
 303.20071, 313.09894;
 65.798882, 313.57266;
 147.8725, 316.2854;
 222.59483, 315.6261;
 243.30083, 316.53317;
 5.5685697, 317.44531;
 134.15367, 317.43021;
 171.75024, 317.81198;
 12.034075, 319.12408;
 278.82013, 321.80212;
 144.22188, 323.49582;
 197.79251, 327.01303;
 268.01917, 328.008;
 82.617126, 328.60873;
 241.00717, 328.79169;
 283.16049, 330.25702;
 133.44814, 331.14227;
 274.8996, 331.32568;
 19.804165, 333.57382;
 108.35577, 333.71741;
 197.81111, 336.09299;
 53.718399, 337.6481;
 204.41425, 342.42096;
 2.9414134, 343.0322;
 148.97826, 343.96603;
 330.94315, 344.2886;
 61.613777, 344.5209;
 139.92339, 344.8287;
 298.42731, 346.07388;
 351.09949, 346.40933;
 37.598637, 347.11002;
 78.88472, 347.19131;
 145.43327, 352.46899;
 108.80213, 354.39114;
 180.19389, 355.17963;
 200.90916, 356.49817;
 270.20273, 358.93924;
 27.377626, 362.30951;
 80.815979, 361.86478;
 60.635994, 364.69809;
 293.36826, 365.52356;
 267.87628, 366.70456;
 7.981679, 370.21512;
 125.89027, 370.04498;
 103.76365, 371.80276;
 395.68912, 373.32758;
 58.27343, 374.4512;
 217.22052, 374.22495;
 304.42426, 377.83087;
 324.61496, 379.23599;
 106.19636, 380.52652;
 156.54071, 380.37991;
 23.253267, 381.06909;
 241.49937, 381.39252;
 83.52317, 381.73822;
 68.081306, 383.96515;
 48.509003, 385.884;
 369.71609, 389.28345;
 380.52408, 389.20197;
 24.753994, 389.66037;
 287.79919, 390.43164;
 86.207024, 391.50433;
 241.30966, 392.23727;
 168.41597, 394.28677;
 196.03882, 396.36713;
 360.2197, 396.18591;
 123.87479, 7.1734943;
 166.73782, 7.8090363;
 140.1116, 9.2728395;
 178.98039, 11.969975;
 164.00261, 17.164299;
 111.19968, 29.73094;
 170.37798, 29.829433;
 97.974182, 30.800911;
 129.68581, 37.993298;
 49.924965, 39.151485;
 162.81184, 39.364159;
 273.72049, 43.270405;
 342.53436, 45.395515;
 220.27118, 47.057964;
 93.703148, 50.334919;
 67.642395, 58.39402;
 283.24701, 61.327713;
 138.74376, 64.411278;
 159.68205, 63.365295;
 202.84132, 66.860901;
 118.08514, 68.802155;
 176.11639, 68.776199;
 87.225639, 75.133339;
 119.10211, 79.819794;
 292.22382, 79.932182;
 163.92114, 81.23204;
 130.57729, 81.992783;
 106.69527, 86.299278;
 164.60738, 91.838081;
 107.9208, 96.36866;
 119.69167, 98.116623;
 169.35298, 102.94267;
 332.48145, 103.59228;
 120.2568, 108.46387;
 317.72641, 110.15665;
 39.821228, 113.63628;
 171.20345, 114.07065;
 111.15703, 114.6135;
 376.38553, 116.28036;
 216.31316, 119.60696;
 262.39874, 121.58953;
 40.188896, 123.79636;
 332.84293, 124.41389;
 51.401722, 129.60052;
 310.28824, 130.43459;
 129.61305, 134.72868;
 177.00795, 135.00063;
 68.612488, 138.76569;
 52.520023, 139.77187;
 21.505589, 145.04608;
 179.5233, 145.45801;
 361.00897, 146.30888;
 11.193243, 150.62604;
 359.7475, 156.52594;
 138.57462, 157.64049;
 170.28813, 158.11932;
 112.79472, 158.54488;
 333.74158, 161.76378;
 122.64265, 163.33134;
 149.36667, 164.34171;
 99.729439, 171.86046;
 123.01931, 174.94548;
 188.24326, 174.88127;
 77.954163, 180.46472;
 43.130787, 181.35814;
 183.1124, 183.14383;
 154.59123, 183.75891;
 87.456673, 187.44763;
 241.61456, 187.14671;
 122.68292, 189.87506;
 30.587637, 191.95372;
 200.77771, 192.97256;
 154.84402, 194.28647;
 64.554001, 195.0773;
 123.34914, 200.75468;
 49.981365, 205.31448;
 61.666771, 205.35162;
 110.80354, 205.93335;
 200.54176, 206.76933;
 130.89729, 207.86803;
 338.42325, 208.23174;
 301.86249, 212.24159;
 177.10262, 216.52913;
 243.50113, 219.36613;
 354.90399, 225.8719;
 178.07011, 228.09772;
 33.657188, 235.6772;
 203.4882, 236.0058;
 273.31955, 235.84193;
 185.50684, 237.41528;
 122.67033, 239.6776;
 154.46759, 240.2314;
 78.148689, 244.38277;
 34.820053, 246.01048;
 103.7567, 245.65529;
 126.63043, 249.04199;
 348.46484, 256.8718;
 167.13777, 259.0444;
 62.643341, 261.33649;
 275.90613, 264.67435;
 160.54959, 267.97366;
 135.69991, 271.31149;
 21.008749, 280.50653;
 137.46053, 281.01563;
 322.25256, 282.78165;
 252.87537, 285.93036;
 339.28711, 302.84702;
 242.33244, 306.6792;
 373.15359, 309.31409;
 13.273866, 309.98679;
 122.5491, 313.8089;
 223.25415, 316.18347;
 171.6234, 318.12054;
 8.7056761, 319.14563;
 198.66508, 327.08179;
 82.375046, 328.58185;
 133.65611, 331.22928;
 19.561003, 333.30835;
 108.70438, 333.53931;
 53.860268, 337.62253;
 4.189805, 343.47421;
 297.77222, 345.18341;
 39.031769, 345.76379;
 268.96786, 357.57361;
 27.405619, 362.04059;
 59.153114, 364.58203;
 294.569, 365.59479;
 105.38783, 371.20691;
 217.68532, 373.80042;
 324.4646, 379.43558;
 23.640749, 380.86563;
 241.58727, 381.58365;
 48.070869, 386.60742;
 370.06027, 389.47131;
 288.35965, 389.87448;
 241.13437, 392.44006;
 168.99142, 395.14801;
 147.3506, 23.846748;
 132.99081, 49.81443;
 95.365143, 69.615578;
 30.597849, 91.902603;
 27.813982, 106.58881;
 330.63351, 113.05495;
 65.194939, 116.76788;
 73.376358, 127.06463;
 374.69312, 127.55357;
 26.371862, 131.40694;
 140.29366, 145.7334;
 332.71143, 150.78786;
 32.81707, 158.53436;
 385.27594, 172.54196;
 109.30821, 192.13907;
 26.369495, 215.52518;
 202.0248, 222.78793;
 168.13429, 246.99872;
 203.20634, 262.66788;
 293.37872, 277.27106;
 75.041832, 286.5062;
 293.20105, 290.22299;
 326.76453, 295.30203;
 75.62114, 299.84729;
 385.28598, 305.06631;
 82.185364, 308.68213;
 248.37778, 316.86865;
 134.63046, 317.76114;
 277.75574, 322.75397;
 240.65636, 328.45618;
 203.97209, 341.8891;
 142.7901, 342.53357;
 238.11351, 343.67197;
 13.03722, 356.4071;
 42.70446, 365.0032;
 47.946289, 366.15494;
 19.43939, 370.89188;
 91.041679, 371.82596;
 84.699013, 382.6412;
 393.50473, 388.29276;
 374.19885, 391.93982;
 366.13397, 395.02386;
 87.208122, 395.88687;
 92.799164, 70.362007;
 28.2353, 215.38754;
 259.87918, 295.43155;
 370.80161, 392.91223;
 201.77512, 261.15152;
 80.176338, 307.72937;
 379.45325, 307.63055;
 48.740479, 342.20477;
 47.392986, 363.99414;
 376.34576, 390.17081]
